Microbe Protein PDB	Microbial Organism	Microbial Protein Name	Human protein	Human protein Name	Human protein PDB	Tissue Expression	Template interface	Mimicked/disrupted human PPI	I_SC for modeled HMI	I_SC for template PPI	# of aligned residues 	Length of template interface	%Match	Human Protein Tissue Expression	Weight	Probability of being a biological interface	Score1	Score2	Score3	Unnamed: 20	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24	Unnamed: 25	Unnamed: 26	Unnamed: 27	Unnamed: 28	Unnamed: 29	Unnamed: 30	Unnamed: 31	Unnamed: 32	Unnamed: 33	Unnamed: 34	Unnamed: 35	Unnamed: 36	Unnamed: 37	Unnamed: 38	Unnamed: 39	Unnamed: 40	Unnamed: 41	Unnamed: 42	Unnamed: 43	Unnamed: 44	Unnamed: 45	Unnamed: 46	Unnamed: 47	Unnamed: 48	Unnamed: 49	Unnamed: 50	Unnamed: 51	Unnamed: 52	Unnamed: 53	Unnamed: 54	Unnamed: 55	Unnamed: 56	Unnamed: 57	Unnamed: 58	Unnamed: 59	Unnamed: 60	Unnamed: 61	Unnamed: 62	Unnamed: 63	Unnamed: 64	Unnamed: 65	Unnamed: 66	Unnamed: 67	Unnamed: 68	Unnamed: 69	Unnamed: 70	Unnamed: 71	Unnamed: 72	Unnamed: 73	Unnamed: 74	Unnamed: 75	Unnamed: 76	Unnamed: 77	Unnamed: 78	Unnamed: 79	Unnamed: 80	Unnamed: 81	Unnamed: 82	Unnamed: 83	Unnamed: 84	Unnamed: 85	Unnamed: 86	Unnamed: 87	Unnamed: 88	Unnamed: 89	Unnamed: 90	Unnamed: 91	Unnamed: 92	Unnamed: 93	Unnamed: 94	Unnamed: 95	Unnamed: 96	Unnamed: 97	Unnamed: 98	Unnamed: 99	Unnamed: 100
1e2mB	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	TRI37_HUMAN	E3 ubiquitin-protein ligase TRIM37	3lrqD	chain D	3lrqAD	TRI37_HUMAN - TRI37_HUMAN	-6.743	-15.789	35	43	81.40%	No expression data available	1.0	0.643172107	0.813953488	0.52351218	-3.530042629																																																																																	
1e2mB	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	RASF5_HUMAN	Ras association domain-containing protein 5	4oh8B	chain B	4oh8AB	RASF5_HUMAN - STK4_HUMAN	-9.606	-23.65	37	43	86.05%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.0	0.814245665	0.860465116	0.700629991	-6.730251694																																																																																	
1e2mB	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	ROCK1_HUMAN	Rho-associated protein kinase 1	5f5pC	chain C	5f5pAC	ROCK1_HUMAN - SHRM2_HUMAN	-6.451	-11.075	45	50	90.00%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.5	0.350035012	1.35	0.472547266	-3.048402416																																																																																	
1e2mB	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	BRMS1_HUMAN	Breast cancer metastasis-suppressor 1	2xusB	chain B	2xusAB	BRMS1_HUMAN - BRMS1_HUMAN	-8.356	-13.471	35	41	85.37%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.0	0.003130301	0.853658537	0.002672208	-0.022328969																																																																																	
1e2mB	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	CTDP1_HUMAN	RNA polymerase II subunit A C-terminal domain phosphatase	1j2xB	chain B	1j2xAB	CTDP1_HUMAN - T2FA_HUMAN	-7.263	-10.851	30	34	88.24%	No expression data available	1.0	0.452084093	0.882352941	0.39889773	-2.89719421																																																																																	
6t5aH	HUMAN HERPESVIRUS 1	CYTOPLASMIC ENVELOPMENT PROTEIN 1	HS71A_HUMAN	Heat shock 70 kDa protein 1A	3a8yA	chain A	3a8yAC	HS71A_HUMAN - BAG5_HUMAN	-6.203	-7.871	44	46	95.65%	No expression data available	1.0	0.649356552	0.956521739	0.621123658	-3.852830052																																																																																	
6t5aH	HUMAN HERPESVIRUS 1	CYTOPLASMIC ENVELOPMENT PROTEIN 1	PB1_HUMAN	Protein polybromo-1	5e7dD	chain D	5e7dCD	PB1_HUMAN - PB1_HUMAN	-5.688	-4.921	35	35	100.00%	No expression data available	1.0	0.162465063	1.0	0.162465063	-0.924101276																																																																																	
6t5aH	HUMAN HERPESVIRUS 1	CYTOPLASMIC ENVELOPMENT PROTEIN 1	TRI63_HUMAN	E3 ubiquitin-protein ligase TRIM63	4m3lB	chain B	4m3lAB	TRI63_HUMAN - TRI63_HUMAN	-6.054	-5.426	25	27	92.59%	No expression data available	0.5	0.0	0.462962963	0	0																																																																																	
1ki2A	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	STPAP_HUMAN	Speckle targeted PIP5K1A-regulated poly(A) polymerase	5wu5D	chain D	5wu5AD	STPAP_HUMAN - STPAP_HUMAN	-6.662	-7.709	21	21	100.00%	No expression data available	0.5	0.66216353	0.5	0.331081765	-2.20566672																																																																																	
1ki2A	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	VPS35_HUMAN	Vacuolar protein sorting-associated protein 35	5f0kA	chain A	5f0kAB	VPS35_HUMAN - VPS35_HUMAN	-5.919	-10.999	53	56	94.64%	No expression data available	1.5	0.053915692	1.419642857	0.076541027	-0.453046339																																																																																	
1ki2A	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	XPO1_HUMAN	Exportin-1	1w9cB	chain B	1w9cAB	XPO1_HUMAN - XPO1_HUMAN	-6.918	-14.983	44	49	89.80%	No expression data available	1.0	0.980260797	0.897959184	0.880234185	-6.089460092																																																																																	
1ki2A	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	CSN5_HUMAN	COP9 signalosome complex subunit 5	4d10E	chain E	4d10BE	CSN5_HUMAN - CSN2_HUMAN	-7.685	-8.598	25	25	100.00%	No expression data available	0.5	0.044996018	0.5	0.022498009	-0.172897198																																																																																	
1ki2A	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	GHR_HUMAN	Growth hormone receptor	1hwgC	chain C	1hwgAC	GHR_HUMAN - SOMA_HUMAN	-6.493	-8.871	38	40	95.00%	No expression data available	1.0	0.457819861	0.95	0.434928868	-2.82399314																																																																																	
1ki2A	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	RAB8A_HUMAN	Ras-related protein Rab-8A	5sziA	chain A	5sziAB	RAB8A_HUMAN - MICLK_HUMAN	-6.066	-7.704	37	52	71.15%	No expression data available	1.5	0.625389903	1.067307692	0.667483454	-4.048954634																																																																																	
1ki2A	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	DBLOH_HUMAN	Diablo homolog, mitochondrial	4tx5B	chain B	4tx5AB	DBLOH_HUMAN - DBLOH_HUMAN	-8.707	-24.428	50	56	89.29%	No expression data available	1.5	0.919518974	1.339285714	1.231498626	-10.72265854																																																																																	
1ki2A	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	DRA_HUMAN	HLA class II histocompatibility antigen, DR alpha chain	1r5iA	chain A	1r5iAD	DRA_HUMAN - Q48898_MYCAT	-6.149	-12.085	45	46	97.83%	No expression data available	1.0	0.725928724	0.97826087	0.710147665	-4.36669799																																																																																	
1ki2A	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	NU6M_HUMAN	NADH-ubiquinone oxidoreductase chain 6	5xtcm	chain m	5xtcim	NU6M_HUMAN - NU2M_HUMAN	-6.946	-9.558	47	48	97.92%	No expression data available	1.0	0.15378792	0.979166667	0.150584005	-1.045956501																																																																																	
1ki2A	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	LTOR2_HUMAN	Ragulator complex protein LAMTOR2	5x6vB	chain B	5x6vBF	LTOR2_HUMAN - RRAGA_HUMAN	-5.635	-9.479	29	31	93.55%	appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.0	0.231864657	0.935483871	0.216905647	-1.22226332																																																																																	
1ki2A	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	TRI37_HUMAN	E3 ubiquitin-protein ligase TRIM37	3lrqD	chain D	3lrqAD	TRI37_HUMAN - TRI37_HUMAN	-5.22	-15.789	35	43	81.40%	No expression data available	1.0	0.643172107	0.813953488	0.52351218	-2.732733579																																																																																	
1ki2A	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	CHM4B_HUMAN	Charged multivesicular body protein 4b	4abmB	chain B	4abmAB	CHM4B_HUMAN - CHM4B_HUMAN	-8.218	-15.366	36	44	81.82%	No expression data available	1.0	0.931157712	0.818181818	0.76185631	-6.260935153																																																																																	
1ki2A	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	ID2_HUMAN	DNA-binding protein inhibitor ID-2	4ayaA	chain A	4ayaAB	ID2_HUMAN - ID2_HUMAN	-6.76	-29.989	31	39	79.49%	No expression data available	1.0	0.865185187	0.794871795	0.687711303	-4.648928405																																																																																	
1ki2A	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	BOREA_HUMAN	Borealin	2qfaB	chain B	2qfaBC	BOREA_HUMAN - INCE_HUMAN	-5.316	-15.027	29	40	72.50%	No expression data available	1.0	0.162465063	0.725	0.11778717	-0.626156598																																																																																	
1ki2A	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	RASF5_HUMAN	Ras association domain-containing protein 5	4oh8B	chain B	4oh8AB	RASF5_HUMAN - STK4_HUMAN	-8.623	-23.65	37	43	86.05%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.0	0.814245665	0.860465116	0.700629991	-6.041532412																																																																																	
1ki2A	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	KAP2_HUMAN	cAMP-dependent protein kinase type II-alpha regulatory subunit	2izxB	chain B	2izxAB	KAP2_HUMAN - KAP2_HUMAN	-10.647	-24.051	30	38	78.95%	No expression data available	1.0	0.958098325	0.789473684	0.756393414	-8.053320681																																																																																	
1ki2A	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	ROCK1_HUMAN	Rho-associated protein kinase 1	5f5pC	chain C	5f5pAC	ROCK1_HUMAN - SHRM2_HUMAN	-5.786	-11.075	44	50	88.00%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.5	0.350035012	1.32	0.462046216	-2.673399406																																																																																	
1ki2A	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	CNGA3_HUMAN	Cyclic nucleotide-gated cation channel alpha-3	3swyC	chain C	3swyAC	CNGA3_HUMAN - CNGA3_HUMAN	-5.606	-12.705	36	46	78.26%	adrenal gland, cerebral cortex, hypothalamus, smooth muscle	1.0	0.772291986	0.782608696	0.604402424	-3.38827999																																																																																	
5bqkA	HUMAN HERPESVIRUS 1	ICP27	PDE2A_HUMAN	cGMP-dependent 3',5'-cyclic phosphodiesterase	5xkmD	chain D	5xkmDE	PDE2A_HUMAN - PDE2A_HUMAN	-6.105	-4.086	18	22	81.82%	No expression data available	0.5	0.0	0.409090909	0	0																																																																																	
5bqkA	HUMAN HERPESVIRUS 1	ICP27	NUP58_HUMAN	Nucleoporin p58/p45	4jo9B	chain B	4jo9AB	NUP58_HUMAN - NUP54_HUMAN	-5.753	-19.364	24	35	68.57%	appendix, breast, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, pancreas, parathyroid gland, placenta, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.0	0.459813388	0.685714286	0.315300609	-1.813924403																																																																																	
5bqkA	HUMAN HERPESVIRUS 1	ICP27	TYOBP_HUMAN	TYRO protein tyrosine kinase-binding protein	4wo1C	chain C	4wo1BC	TYOBP_HUMAN - TYOBP_HUMAN	-5.102	-11.865	25	30	83.33%	No expression data available	1.0	0.0	0.833333333	0	0																																																																																	
1ki4B	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	VPS35_HUMAN	Vacuolar protein sorting-associated protein 35	5f0kA	chain A	5f0kAB	VPS35_HUMAN - VPS35_HUMAN	-7.287	-10.999	48	56	85.71%	No expression data available	1.5	0.053915692	1.285714286	0.069320175	-0.505136118																																																																																	
1ki4B	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	XPO1_HUMAN	Exportin-1	1w9cB	chain B	1w9cAB	XPO1_HUMAN - XPO1_HUMAN	-6.446	-14.983	44	49	89.80%	No expression data available	1.0	0.980260797	0.897959184	0.880234185	-5.673989556																																																																																	
1ki4B	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	BRCA1_HUMAN	Breast cancer type 1 susceptibility protein	3cojB	chain B	3cojAB	BRCA1_HUMAN - BRCA1_HUMAN	-5.554	-8.751	19	26	73.08%	No expression data available	0.5	0.000494326	0.365384615	0.000180619	-0.001003159																																																																																	
1ki4B	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	DBLOH_HUMAN	Diablo homolog, mitochondrial	4tx5B	chain B	4tx5AB	DBLOH_HUMAN - DBLOH_HUMAN	-9.561	-24.428	50	56	89.29%	No expression data available	1.5	0.919518974	1.339285714	1.231498626	-11.77435836																																																																																	
1ki4B	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	AKT3_HUMAN	RAC-gamma serine/threonine-protein kinase	2x18B	chain B	2x18BC	AKT3_HUMAN - AKT3_HUMAN	-6.065	-0.752	24	25	96.00%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	0.5	0.209159365	0.48	0.100396495	-0.608904744																																																																																	
1ki4B	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	NU6M_HUMAN	NADH-ubiquinone oxidoreductase chain 6	5xtcm	chain m	5xtcim	NU6M_HUMAN - NU2M_HUMAN	-6.019	-9.558	47	48	97.92%	No expression data available	1.0	0.15378792	0.979166667	0.150584005	-0.906365128																																																																																	
1ki4B	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	RASF5_HUMAN	Ras association domain-containing protein 5	4oh8B	chain B	4oh8AB	RASF5_HUMAN - STK4_HUMAN	-9.804	-23.65	37	43	86.05%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.0	0.814245665	0.860465116	0.700629991	-6.868976432																																																																																	
1ki4B	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	ROCK1_HUMAN	Rho-associated protein kinase 1	5f5pE	chain E	5f5pEG	ROCK1_HUMAN - SHRM2_HUMAN	-5.505	-11.339	44	55	80.00%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.5	0.284540028	1.2	0.341448034	-1.879671426																																																																																	
1ki4B	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	KAP2_HUMAN	cAMP-dependent protein kinase type II-alpha regulatory subunit	2izxB	chain B	2izxAB	KAP2_HUMAN - KAP2_HUMAN	-8.459	-24.051	29	38	76.32%	No expression data available	1.0	0.958098325	0.763157895	0.7311803	-6.185054161																																																																																	
1ki4B	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	ROCK1_HUMAN	Rho-associated protein kinase 1	5f5pC	chain C	5f5pAC	ROCK1_HUMAN - SHRM2_HUMAN	-6.874	-11.075	44	50	88.00%	adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina	1.5	0.350035012	1.32	0.462046216	-3.17610569																																																																																	
1ki4B	HERPES SIMPLEX VIRUS (TYPE 1 / STRAI	THYMIDINE KINASE	RABX5_HUMAN	Rab5 GDP/GTP exchange factor	4n3yA	chain A	4n3yAC	RABX5_HUMAN - RABE1_HUMAN	-9.69	-16.3	35	38	92.11%	No expression data available	1.0	0.056443806	0.921052632	0.051987716	-0.503760968																																																																																	
