Microbe Protein PDB	Microbial Organism	Microbial Protein Name	Human protein	Human protein Name	Human protein PDB	Template interface	Mimicked/disrupted human PPI	I_SC for modeled HMI	I_SC for template PPI	# of aligned residues 	Length of template interface	%Match	Human Protein Tissue Expression	Weight	Probability of being a biological interface	Score1	Score2	Score3	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	CALM2_HUMAN	Calmodulin-2	2vayA	2vayAB	CALM2_HUMAN - CAC1S_HUMAN	-17.162	-24.745	20	20	100.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.996780361	0.5	0.498390181	-8.553372278	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	NU6M_HUMAN	NADH-ubiquinone oxidoreductase chain 6	5xtcm	5xtcim	NU6M_HUMAN - NU2M_HUMAN	-7.384	-9.558	35	48	72.92%	No expression data available	1	0.15378792	0.729166667	0.112137025	-0.828019794	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	CALM2_HUMAN	Calmodulin-2	3byaA	3byaAB	CALM2_HUMAN - NMDZ1_HUMAN	-12.256	-26.467	20	20	100.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.564841235	0.5	0.282420617	-3.461347088	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	CALM2_HUMAN	Calmodulin-2	4l79B	4l79AB	CALM2_HUMAN - MYO1B_RAT	-16.055	-30.81	36	51	70.59%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.884447236	1.058823529	0.936473544	-15.03508275	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	WASF1_HUMAN	Wiskott-Aldrich syndrome protein family member 1	3p8cD	3p8cDE	WASF1_HUMAN - BRK1_HUMAN	-8.138	-23.78	49	64	76.56%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1.5	0.273561001	1.1484375	0.314167712	-2.556696838	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	CALM2_HUMAN	Calmodulin-2	3g43C	3g43CF	CALM2_HUMAN - CAC1C_HUMAN	-6.807	-11.105	31	31	100.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.698465216	1	0.698465216	-4.754452725	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	CALM2_HUMAN	Calmodulin-2	5k8qA	5k8qAB	CALM2_HUMAN - STRA6_DANRE	-13.449	-27.092	21	24	87.50%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.711343292	0.4375	0.31121269	-4.185499474	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	CACO2_HUMAN	Calcium-binding and coiled-coil domain-containing protein 2	5z7lA	5z7lAC	CACO2_HUMAN - AZI2_HUMAN	-5.567	-9.011	22	22	100.00%	No expression data available	0.5	0.596009497	0.5	0.298004748	-1.658992435	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	PRC1_HUMAN	Protein regulator of cytokinesis 1	3nrxB	3nrxAB	PRC1_HUMAN - PRC1_HUMAN	-7.592	-13.572	39	52	75.00%	No expression data available	1.5	0.420786453	1.125	0.473384759	-3.593937094	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	ABI2_HUMAN	Abl interactor 2	3p8cF	3p8cEF	ABI2_HUMAN - BRK1_HUMAN	-10.522	-19.449	49	55	89.09%	No expression data available	1.5	0.27534663	1.336363636	0.367963223	-3.871709035	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	MTOR_HUMAN	Serine/threonine-protein kinase mTOR	4drhE	4drhBE	MTOR_HUMAN - MTOR_HUMAN	-11.071	-10.756	33	38	86.84%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, soft tissue 1, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.837381216	0.868421053	0.727199477	-8.050825411	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	CALM2_HUMAN	Calmodulin-2	2m0jA	2m0jAB	CALM2_HUMAN - CNGA2_RAT	-18.825	-24.612	23	28	82.14%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.941437881	0.410714286	0.386661987	-7.278911904	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	AL5AP_HUMAN	Arachidonate 5-lipoxygenase-activating protein	2q7mF	2q7mBF	AL5AP_HUMAN - AL5AP_HUMAN	-9.554	-6.481	23	25	92.00%	No expression data available	0.5	0	0.46	0	0	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	MDM2_HUMAN	E3 ubiquitin-protein ligase Mdm2	4dijB	4dijAB	MDM2_HUMAN - MDM2_HUMAN	-5.516	-5.067	16	21	76.19%	No expression data available	0.5	0	0.380952381	0	0	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	CALM2_HUMAN	Calmodulin-2	3dveA	3dveAB	CALM2_HUMAN - CAC1B_RABIT	-10.153	-29.255	20	21	95.24%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.992385067	0.476190476	0.472564318	-4.797945516	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	EEA1_HUMAN	Early endosome antigen 1	1jocB	1jocAB	EEA1_HUMAN - EEA1_HUMAN	-10.756	-39.781	49	84	58.33%	No expression data available	2	0.483536503	1.166666667	0.56412592	-6.067738397	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	EEA1_HUMAN	Early endosome antigen 1	1jocA	1jocAB	EEA1_HUMAN - EEA1_HUMAN	-11.371	-39.781	49	76	64.47%	No expression data available	1.5	0.483536503	0.967105263	0.467630697	-5.317428655	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	RM30_HUMAN	"39S ribosomal protein L30, mitochondrial"	3j7yZ	3j7yZj	RM30_HUMAN - RM52_HUMAN	-6.139	-16.793	22	41	53.66%	"appendix, bone marrow, breast, bronchus, cerebellum, cerebral cortex, cervix, uterine, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, hippocampus, kidney, liver, lung, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder"	1	0.749506971	0.536585366	0.402174472	-2.468949086	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	CCM2_HUMAN	Cerebral cavernous malformations 2 protein	4yl6A	4yl6AB	CCM2_HUMAN - M3K3_HUMAN	-12.514	-17.442	18	18	100.00%	No expression data available	0.5	0.944682483	0.5	0.472341241	-5.910878294	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	SPAST_HUMAN	Spastin	3eabA	3eabAG	SPAST_HUMAN - CHM1B_HUMAN	-13.122	-16.847	24	32	75.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.851489444	0.75	0.638617083	-8.379933366	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	NOL3_HUMAN	Nucleolar protein 3	4uz0A	4uz0AB	NOL3_HUMAN - NOL3_HUMAN	-5.234	-4.545	23	25	92.00%	No expression data available	0.5	0.376223318	0.46	0.173062726	-0.90581031	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	CALM2_HUMAN	Calmodulin-2	2ll7A	2ll7AB	CALM2_HUMAN - NOS3_HUMAN	-16.255	-14.585	15	17	88.24%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.629483112	0.441176471	0.277713138	-4.514227052	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	CALM2_HUMAN	Calmodulin-2	4ovnA	4ovnAF	CALM2_HUMAN - SCN5A_HUMAN	-11.529	-16.274	31	39	79.49%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.916061568	0.794871795	0.728151503	-8.394858676	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	LTOR5_HUMAN	Ragulator complex protein LAMTOR5	5y39E	5y39AE	LTOR5_HUMAN - LTOR1_HUMAN	-5.676	-12.208	23	23	100.00%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0.723505133	0.5	0.361752566	-2.053307567	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	PLK4_HUMAN	Serine/threonine-protein kinase PLK4	4yypA	4yypAB	PLK4_HUMAN - STIL_HUMAN	-7.354	-14.472	31	32	96.88%	"appendix, bone marrow, bronchus, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, hippocampus, kidney, liver, lung, lymph node, nasopharynx, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, vagina"	1	0.966988111	0.96875	0.936769732	-6.889004612	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	NDEL1_HUMAN	Nuclear distribution protein nudE-like 1	2v66D	2v66CD	NDEL1_HUMAN - NDEL1_HUMAN	-11.964	-21.422	47	75	62.67%	"appendix, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 2, epididymis, esophagus, gallbladder, heart muscle, hippocampus, kidney, nasopharynx, oral mucosa, placenta, rectum, salivary gland, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder"	1.5	0.103920751	0.94	0.097685506	-1.168709396	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	RAB3I_HUMAN	Rab-3A-interacting protein	6f6pD	6f6pBD	RAB3I_HUMAN - RAB3I_HUMAN	-10.899	-25.589	47	49	95.92%	No expression data available	1	0.108654808	0.959183673	0.104219918	-1.135892882	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	MYC_HUMAN	Myc proto-oncogene protein	1nkpA	1nkpAB	MYC_HUMAN - MAX_HUMAN	-13.223	-35.197	47	65	72.31%	No expression data available	1.5	0.925868092	1.084615385	1.004210777	-13.2786791	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	KHDR3_HUMAN	"KH domain-containing, RNA-binding, signal transduction-associated protein 3"	5el3D	5el3CD	KHDR3_HUMAN - KHDR3_HUMAN	-6.263	-16.145	23	34	67.65%	No expression data available	1	0.028681479	0.676470588	0.019402177	-0.121515833	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	SF01_HUMAN	Splicing factor 1	4fxxA	4fxxAB	SF01_HUMAN - SF01_HUMAN	-6.771	-12.505	28	36	77.78%	No expression data available	1	0.252218436	0.777777778	0.196169894	-1.328266355	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	RAB3I_HUMAN	Rab-3A-interacting protein	6f6pB	6f6pBD	RAB3I_HUMAN - RAB3I_HUMAN	-5.94	-25.589	46	52	88.46%	No expression data available	1.5	0.108654808	1.326923077	0.144176572	-0.856408836	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	TRBP2_HUMAN	RISC-loading complex subunit TARBP2	5zakB	5zakAB	TRBP2_HUMAN - DICER_HUMAN	-5.741	-10.872	24	43	55.81%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, parathyroid gland, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	1	0.881317816	0.558139535	0.491898316	-2.823988232	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	RAB3I_HUMAN	Rab-3A-interacting protein	6f6pC	6f6pAC	RAB3I_HUMAN - RAB3I_HUMAN	-8.573	-26.177	48	52	92.31%	No expression data available	1.5	0.052054695	1.384615385	0.072075731	-0.617905242	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	BST2_HUMAN	Bone marrow stromal antigen 2	3mq7H	3mq7GH	BST2_HUMAN - BST2_HUMAN	-15.337	-18.19	47	81	58.02%	"adrenal gland, appendix, bone marrow, breast, cerebellum, cerebral cortex, colon, duodenum, endometrium 1, endometrium 2, epididymis, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	2	0.409877229	1.160493827	0.475659995	-7.295197336	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	UBB_HUMAN	Polyubiquitin-B	2n13C	2n13CD	UBB_HUMAN - MYO6_HUMAN	-6.788	-8.147	17	29	58.62%	No expression data available	0.5	0.222634767	0.293103448	0.065255018	-0.442951062	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	TNNI3_HUMAN	"Troponin I, cardiac muscle"	1j1dC	1j1dBC	TNNI3_HUMAN - TNNT2_HUMAN	-11.586	-40.747	48	61	78.69%	No expression data available	1.5	0.993760734	1.180327869	1.172963489	-13.58995498	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	BST2_HUMAN	Bone marrow stromal antigen 2	3mq7G	3mq7GH	BST2_HUMAN - BST2_HUMAN	-11.434	-18.19	48	81	59.26%	"adrenal gland, appendix, bone marrow, breast, cerebellum, cerebral cortex, colon, duodenum, endometrium 1, endometrium 2, epididymis, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	2	0.409877229	1.185185185	0.48578042	-5.554413322	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	UBB_HUMAN	Polyubiquitin-B	5veyB	5veyBC	UBB_HUMAN - RN169_HUMAN	-8.797	-10.054	25	25	100.00%	No expression data available	0.5	0.32959884	0.5	0.16479942	-1.449740499	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	BST2_HUMAN	Bone marrow stromal antigen 2	3mq7J	3mq7IJ	BST2_HUMAN - BST2_HUMAN	-15.392	-31.598	50	81	61.73%	"adrenal gland, appendix, bone marrow, breast, cerebellum, cerebral cortex, colon, duodenum, endometrium 1, endometrium 2, epididymis, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	2	0.284982846	1.234567901	0.351830674	-5.415377736	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	BECN2_HUMAN	Beclin-2	5k7bB	5k7bAB	BECN2_HUMAN - BECN2_HUMAN	-11.11	-47.938	49	87	56.32%	No expression data available	2	0.985343507	1.126436782	1.109927169	-12.33129085	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	MAFA_HUMAN	Transcription factor MafA	4eotB	4eotAB	MAFA_HUMAN - MAFA_HUMAN	-8.342	-17.333	45	46	97.83%	No expression data available	1	0.170990871	0.97826087	0.167273679	-1.395397027	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	NUP58_HUMAN	Nucleoporin p58/p45	4jo7E	4jo7CE	NUP58_HUMAN - NUP58_HUMAN	-6.917	-7.132	18	18	100.00%	"appendix, breast, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, pancreas, parathyroid gland, placenta, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	0.5	0	0.5	0	0	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	BST2_HUMAN	Bone marrow stromal antigen 2	3mq7I	3mq7IJ	BST2_HUMAN - BST2_HUMAN	-9.334	-31.598	48	81	59.26%	"adrenal gland, appendix, bone marrow, breast, cerebellum, cerebral cortex, colon, duodenum, endometrium 1, endometrium 2, epididymis, fallopian tube, gallbladder, heart muscle, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, ovary, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skeletal muscle, skin 2, small intestine, smooth muscle, soft tissue 1, soft tissue 2, spleen, stomach 1, stomach 2, testis, thyroid gland, tonsil, urinary bladder, vagina"	2	0.284982846	1.185185185	0.337757447	-3.152628012	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	PLMN_HUMAN	Plasminogen	1i5kA	1i5kAC	PLMN_HUMAN - PAM_STRPY	-7.365	-8.767	19	19	100.00%	No expression data available	0.5	0.676927142	0.5	0.338463571	-2.492784202	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	LRRF1_HUMAN	Leucine-rich repeat flightless-interacting protein 1	4h22B	4h22AB	LRRF1_HUMAN - LRRF1_HUMAN	-14.159	-40.59	49	81	60.49%	"adrenal gland, appendix, bone marrow, breast, bronchus, caudate, cerebellum, cerebral cortex, cervix, uterine, colon, duodenum, endometrium 1, endometrium 2, epididymis, esophagus, fallopian tube, gallbladder, hippocampus, kidney, liver, lung, lymph node, nasopharynx, oral mucosa, pancreas, placenta, prostate, rectum, salivary gland, seminal vesicle, skin 1, skin 2, small intestine, smooth muscle, spleen, stomach 1, stomach 2, thyroid gland, tonsil, urinary bladder, vagina"	2	0.486370257	1.209876543	0.588447965	-8.331834739	
7nx5B	HUMAN GAMMAHERPESVIRUS 4	MEZRE2 DNA (TOP STRAND)	MAX_HUMAN	Protein max	1nkpB	1nkpAB	MAX_HUMAN - MYC_HUMAN	-10.462	-35.197	46	62	74.19%	No expression data available	1.5	0.925868092	1.112903226	1.030401586	-10.7800614	
